step,n_predators,n_prey
452,399,493
453,399,520
454,399,513
455,385,534
456,380,559
457,380,549
458,387,543
459,388,559
460,385,588
461,390,565
462,385,579
463,384,592
464,391,605
465,394,642
466,398,648
467,397,673
468,398,690
469,398,718
470,402,738
471,411,749
472,423,761
473,435,752
474,442,722
475,449,728
476,450,696
477,456,690
478,466,648
479,465,602
480,467,627
481,473,622
482,475,612
483,478,580
484,480,575
485,483,565
486,483,559
487,474,543
488,483,521
489,487,533
490,485,503
491,480,476
492,480,483
493,474,475
494,469,468
495,463,459
496,459,476
497,456,488
498,445,485
499,438,494
500,444,512
501,449,578
502,465,586
503,482,582
504,499,585
505,520,575
506,540,569
507,568,552
508,604,528
509,616,515
510,637,493
511,658,469
512,683,447
513,696,410
514,713,388
515,724,357
516,732,338
517,725,332
518,720,314
519,722,296
520,703,284
521,682,248
522,657,242
523,636,221
524,612,209
525,585,190
526,549,186
527,528,175
528,515,169
529,499,154
530,468,158
531,446,150
532,433,147
533,409,146
534,397,136
535,381,132
536,359,135
537,330,130
538,317,124
539,301,116
540,283,116
541,274,121
542,257,128
543,239,137
544,217,147
545,206,153
546,191,161
547,181,169
548,170,175
549,154,185
550,141,193
551,129,203
552,110,215
553,93,229
554,78,241
555,67,252
556,63,263
557,57,270
558,56,278
559,53,291
560,50,299
561,50,313
562,49,322
563,45,335
564,44,346
565,43,359
566,44,365
567,44,376
568,47,381
569,48,394
570,50,402
571,54,407
572,57,410
573,59,416
574,60,424
575,62,434
576,64,442
577,65,455
578,65,464
579,67,475
580,68,479
581,73,489
582,77,495
583,77,504
584,78,506
585,78,516
586,79,524
587,77,530
588,77,535
589,77,538
590,79,541
591,80,540
592,80,547
593,82,552
594,80,554
595,78,559
596,78,563
597,73,567
598,74,568
599,74,570
600,72,573
601,71,572
602,72,572
603,73,567
604,73,562
605,75,566
606,79,562
607,79,553
608,80,548
609,81,547
610,85,548
611,87,549
612,91,545
613,92,547
614,92,547
615,93,546
616,95,539
617,98,543
618,102,540
619,106,540
620,107,533
621,107,528
622,108,532
623,109,530
624,110,526
625,111,526
626,113,519
627,116,518
628,118,519
629,119,517
630,123,514
631,123,513
632,124,511
633,125,510
634,130,503
635,125,496
636,126,490
637,126,483
638,126,478
639,123,472
640,124,471
641,120,467
642,116,469
643,116,476
644,115,482
645,113,482
646,114,480
647,116,477
648,117,475
649,116,476
650,117,475
651,114,474
652,114,475
653,112,471
654,112,472
655,106,475
656,102,473
657,103,465
658,104,460
659,105,456
660,107,447
661,105,449
662,105,441
663,105,447
664,102,448
665,104,451
666,105,445
667,106,453
668,106,449
669,107,451
670,102,453
671,103,451
672,105,454
673,106,456
674,107,453
675,107,452
676,107,452
677,108,448
678,106,447
679,104,450
680,104,446
681,104,446
682,105,444
683,105,451
684,105,448
685,103,456
686,102,455
687,100,461
688,99,458
689,101,462
690,102,462
691,103,462
692,100,473
693,99,477
694,93,485
695,92,484
696,87,488
697,87,490
698,87,501
699,85,510
700,87,517
701,88,524
702,90,521
703,89,532
704,88,538
705,86,544
706,90,550
707,95,546
708,97,545
709,102,543
710,105,538
711,107,540
712,113,533
713,117,529
714,120,531
715,123,527
716,128,520
717,128,516
718,129,524
719,131,519
720,130,522
721,134,514
722,133,520
723,132,519
724,131,521
725,131,526
726,134,518
727,136,518
728,135,510
729,137,509
730,139,505
731,144,509
732,146,505
733,152,497
734,156,488
735,158,488
736,157,487
737,153,487
738,151,490
739,150,484
740,152,486
741,148,487
742,144,480
743,137,478
744,127,484
745,126,485
746,125,480
747,124,475
748,123,467
749,115,473
750,115,467
751,113,464
752,111,457
753,112,453
754,110,450
755,107,453
756,106,459
757,103,455
758,101,458
759,103,457
760,104,462
761,106,460
762,109,464
763,107,478
764,106,478
765,104,487
766,100,490
767,97,496
768,100,492
769,100,501
770,103,492
771,103,493
772,105,498
773,109,495
774,113,495
775,114,496
776,115,498
777,116,499
778,118,500
779,117,494
780,119,506
781,119,510
782,124,508
783,122,508
784,127,509
785,128,519
786,128,527
787,128,534
788,129,528
789,129,536
790,130,527
791,129,529
792,134,523
793,133,524
794,133,531
795,132,525
796,133,525
797,129,523
798,129,525
799,130,516
800,131,516
801,130,510
802,131,510
803,127,509
804,126,511
805,122,511
806,120,508
807,116,504
808,111,500
809,113,498
810,114,488
811,114,495
812,112,492
813,113,490
814,110,488
815,115,487
816,115,480
817,117,480
818,117,477
819,118,475
820,121,470
821,120,470
822,119,477
823,118,478
824,115,475
825,115,486
826,113,481
827,115,478
828,114,477
829,112,476
830,115,469
831,114,475
832,119,468
833,117,470
834,122,472
835,116,476
836,115,480
837,112,479
838,108,482
839,105,474
840,107,481
841,104,475
842,100,487
843,98,489
844,97,493
845,93,496
846,92,495
847,90,497
848,94,491
849,94,496
850,96,494
851,98,499
852,98,498
853,99,504
854,99,505
855,99,500
856,98,505
857,101,496
858,99,490
859,98,489
860,97,496
861,98,492
862,97,499
863,94,503
864,96,500
865,96,502
866,96,500
867,96,502
868,96,495
869,99,503
870,102,493
871,104,498
872,106,489
873,108,499
874,109,491
875,111,490
876,112,491
877,112,486
878,113,491
879,114,485
880,115,483
881,113,484
882,112,487
883,111,480
884,110,486
885,105,485
886,103,487
887,103,495
888,102,490
889,100,481
890,100,479
891,99,484
892,97,480
893,97,491
894,97,484
895,95,487
896,95,485
897,97,485
898,94,489
899,95,488
900,97,489
901,97,485
902,98,487
903,98,483
904,98,498
905,97,499
906,95,497
907,95,494
908,95,487
909,95,490
910,96,491
911,97,496
912,97,495
913,97,498
914,99,493
915,100,501
916,99,498
917,101,500
918,103,499
919,103,494
920,105,490
921,105,494
922,105,497
923,105,493
924,105,495
925,102,489
926,99,488
927,100,483
928,101,483
929,101,482
930,102,488
931,101,494
932,100,494
933,97,496
934,97,495
935,96,511
936,96,502
937,98,505
938,100,499
939,100,499
940,101,504
941,102,502
942,103,502
943,102,500
944,101,507
945,99,500
946,99,502
947,99,501
948,102,497
949,101,497
950,102,490
951,102,490
952,107,490
953,109,491
954,108,488
955,108,493
956,110,499
957,110,487
958,112,497
959,115,493
960,117,491
961,118,492
962,122,492
963,123,489
964,128,484
965,130,483
966,132,488
967,131,489
968,132,482
969,130,480
970,137,474
971,140,475
972,143,478
973,143,479
974,149,477
975,149,486
976,152,486
977,149,491
978,148,498
979,148,500
980,147,509
981,151,513
982,155,513
983,156,516
984,154,509
985,151,512
986,152,515
987,153,516
988,156,510
989,152,511
990,153,505
991,151,504
992,148,499
993,142,502
994,138,500
995,137,508
996,139,503
997,140,512
998,142,510
999,142,516
1000,146,508
1001,151,509
1002,153,512
1003,155,509
1004,158,504
1005,158,498
1006,162,505
1007,162,493
1008,165,490
1009,169,488
1010,168,478
1011,167,475
1012,168,472
1013,165,475
1014,167,480
1015,168,473
1016,165,476
1017,167,479
1018,166,476
1019,166,474
1020,167,476
1021,166,468
1022,161,471
1023,162,468
1024,162,468
1025,159,463
1026,157,473
1027,152,464
1028,151,475
1029,150,468
1030,150,468
1031,150,466
1032,150,462
1033,151,465
1034,149,463
1035,152,463
1036,143,457
1037,141,463
1038,138,456
1039,135,455
1040,136,455
1041,131,450
1042,132,450
1043,128,445
1044,128,449
1045,125,451
1046,124,450
1047,124,449
1048,124,452
1049,126,452
1050,126,446
1051,125,459
1052,124,448
1053,122,450
1054,125,450
1055,121,451
1056,120,450
1057,118,452
1058,117,450
1059,117,454
1060,115,448
1061,117,452
1062,117,453
1063,120,451
1064,119,457
1065,118,463
1066,116,470
1067,112,479
1068,112,489
1069,114,483
1070,118,494
1071,117,497
1072,120,503
1073,119,506
1074,121,506
1075,122,505
1076,123,511
1077,122,506
1078,119,511
1079,118,514
1080,119,514
1081,118,512
1082,118,516
1083,118,516
1084,120,518
1085,120,522
1086,123,524
1087,125,520
1088,126,524
1089,129,519
1090,133,527
1091,134,524
1092,133,524
1093,131,524
1094,132,517
1095,134,521
1096,132,518
1097,130,512
1098,128,512
1099,130,519
1100,125,507
1101,120,513
1102,120,513
1103,120,518
1104,122,523
1105,119,518
1106,123,521
1107,124,521
1108,122,519
1109,123,518
1110,122,525
1111,121,521
1112,119,520
1113,116,522
1114,116,520
1115,115,521
1116,114,522
1117,113,522
1118,114,526
1119,115,520
1120,117,514
1121,116,526
1122,119,523
1123,120,524
1124,120,522
1125,121,515
1126,121,520
1127,121,521
1128,121,516
1129,125,510
1130,127,514
1131,130,502
1132,133,506
1133,133,503
1134,131,503
1135,127,508
1136,125,512
1137,123,510
1138,122,514
1139,121,506
1140,120,505
1141,118,509
1142,120,505
1143,119,503
1144,120,505
1145,118,503
1146,116,503
1147,112,496
1148,114,498
1149,114,499
1150,114,495
1151,114,489
1152,116,496
1153,120,500
1154,122,498
1155,124,502
1156,122,495
1157,120,503
1158,120,506
1159,118,505
1160,119,504
1161,123,506
1162,125,502
1163,127,504
1164,127,506
1165,127,508
1166,126,509
1167,123,508
1168,117,509
1169,113,518
1170,114,513
1171,110,516
1172,110,516
1173,113,518
1174,113,509
1175,111,517
1176,109,515
1177,106,522
1178,104,511
1179,106,521
1180,106,519
1181,107,520
1182,109,505
1183,110,513
1184,108,517
1185,106,519
1186,104,519
1187,102,515
1188,101,515
1189,101,518
1190,102,513
1191,98,517
1192,97,515
1193,95,509
1194,96,510
1195,94,510
1196,92,514
1197,94,512
1198,97,503
1199,96,501
1200,96,507
1201,95,509
1202,93,508
1203,91,510
1204,94,509
1205,97,503
1206,99,506
1207,98,502
1208,97,501
1209,95,494
1210,93,504
1211,92,504
1212,92,508
1213,92,498
1214,92,502
1215,93,496
1216,93,497
1217,93,498
1218,93,493
1219,91,500
1220,91,495
1221,92,493
1222,90,493
1223,88,497
1224,88,491
1225,88,491
1226,86,490
1227,85,496
1228,83,493
1229,82,490
1230,83,486
1231,82,492
1232,80,498
1233,74,501
1234,71,507
1235,69,508
1236,68,503
1237,68,509
1238,69,506
1239,69,514
1240,71,507
1241,72,514
1242,72,505
1243,70,510
1244,70,504
1245,69,513
1246,71,510
1247,70,510
1248,72,512
1249,70,510
1250,71,518
1251,72,519
1252,71,518
1253,71,516
1254,71,523
1255,72,522
1256,73,524
1257,75,519
1258,78,527
1259,77,525
1260,78,524
1261,77,522
1262,76,523
1263,76,530
1264,79,536
1265,80,536
1266,81,537
1267,83,535
1268,83,538
1269,84,542
1270,86,545
1271,85,539
1272,84,548
1273,85,542
1274,83,543
1275,82,536
1276,80,542
1277,79,545
1278,78,551
1279,78,554
1280,79,554
1281,80,558
1282,84,558
1283,81,560
1284,83,556
1285,84,561
1286,87,558
1287,86,560
1288,86,560
1289,87,565
1290,85,565
1291,84,560
1292,84,560
1293,83,567
1294,86,561
1295,87,558
1296,88,560
1297,88,564
1298,88,560
1299,86,566
1300,85,565
1301,84,573
1302,85,564
1303,83,568
1304,83,562
1305,85,567
1306,85,557
1307,85,563
1308,86,562
1309,81,563
1310,82,564
1311,83,557
1312,86,558
1313,87,559
1314,86,558
1315,89,558
1316,91,558
1317,93,556
1318,94,562
1319,95,551
1320,95,559
1321,94,556
1322,92,557
1323,89,558
1324,92,561
1325,92,561
1326,93,559
1327,89,557
1328,89,563
1329,87,561
1330,84,564
1331,81,562
1332,77,568
1333,77,565
1334,76,566
1335,77,567
1336,79,569
1337,81,569
1338,82,570
1339,81,573
1340,82,569
1341,84,567
1342,86,564
1343,88,567
1344,88,562
1345,87,563
1346,88,563
1347,90,564
1348,90,560
1349,91,561
1350,90,555
1351,91,556
1352,94,556
1353,94,546
1354,93,546
1355,94,544
1356,94,547
1357,94,545
1358,94,544
1359,96,545
1360,97,546
1361,96,543
1362,96,540
1363,95,547
1364,91,541
1365,92,545
1366,90,540
1367,91,543
1368,88,540
1369,90,538
1370,85,540
1371,82,539
1372,79,540
1373,77,543
1374,76,550
1375,76,557
1376,75,557
1377,74,560
1378,74,566
1379,75,560
1380,73,564
1381,72,560
1382,72,561
1383,72,564
1384,75,555
1385,77,557
1386,76,557
1387,77,566
1388,76,567
1389,76,568
1390,77,570
1391,77,569
1392,78,566
1393,81,563
1394,81,570
1395,83,562
1396,83,561
1397,83,563
1398,84,562
1399,85,562
1400,85,564
1401,86,566
1402,86,569
1403,87,562
1404,85,559
1405,85,565
1406,86,564
1407,87,562
1408,88,561
1409,87,565
1410,86,559
1411,86,562
1412,86,561
1413,85,566
1414,83,574
1415,84,571
1416,82,568
1417,82,571
1418,83,571
1419,83,573
1420,81,575
1421,82,573
1422,82,568
1423,82,571
1424,84,564
1425,83,570
1426,86,571
1427,85,569
1428,84,569
1429,83,573
1430,82,578
1431,83,581
1432,84,584
1433,84,586
1434,87,579
1435,88,574
1436,92,580
1437,92,577
1438,95,578
1439,97,571
1440,99,577
1441,97,568
1442,99,574
1443,96,567
1444,93,568
1445,94,574
1446,94,565
1447,91,562
1448,89,565
1449,89,575
1450,90,573
1451,89,575
1452,90,575
1453,89,571
1454,90,574
1455,90,572
1456,92,579
1457,97,574
1458,99,571
1459,100,565
1460,99,566
1461,96,561
1462,98,571
1463,94,570
1464,93,573
1465,92,571
1466,93,573
1467,92,578
1468,93,576
1469,91,578
1470,87,571
1471,86,572
1472,85,565
1473,89,563
1474,90,563
1475,92,562
1476,94,565
1477,95,557
1478,97,556
1479,97,554
1480,99,560
1481,97,558
1482,94,563
1483,94,565
1484,94,562
1485,93,563
1486,92,558
1487,90,559
1488,86,564
1489,90,560
1490,90,554
1491,89,552
1492,86,551
1493,86,558
1494,86,564
1495,87,569
1496,88,567
1497,90,565
1498,92,564
1499,96,558
1500,98,562
1501,99,554
1502,100,555
1503,97,547
1504,97,550
1505,98,549
1506,100,548
1507,97,548
1508,96,548
1509,91,546
1510,91,546
1511,92,551
1512,92,556
1513,93,558
1514,93,558
1515,94,552
1516,90,553
1517,92,554
1518,92,551
1519,94,557
1520,95,552
1521,96,548
1522,97,543
1523,97,536
1524,97,540
1525,92,545
1526,91,547
1527,89,544
1528,88,550
1529,87,551
1530,85,552
1531,82,561
1532,82,557
1533,79,563
1534,79,561
1535,80,570
1536,82,568
1537,82,575
1538,83,576
1539,84,573
1540,88,572
1541,89,568
1542,91,571
1543,95,571
1544,96,569
1545,98,569
1546,97,564
1547,98,565
1548,97,564
1549,98,558
1550,98,559
1551,98,554
1552,97,554
1553,93,556
1554,96,546
1555,95,550
1556,97,552
1557,92,552
1558,90,554
1559,90,557
1560,91,554
1561,93,549
1562,93,550
1563,95,543
1564,95,540
1565,94,533
1566,96,543
1567,97,540
1568,95,537
1569,95,533
1570,97,531
1571,93,531
1572,93,529
1573,92,537
1574,93,542
1575,92,547
1576,89,548
1577,90,548
1578,89,551
1579,88,555
1580,88,553
1581,90,557
1582,91,553
1583,92,555
1584,92,559
1585,91,554
1586,94,558
1587,94,564
1588,96,565
1589,93,559
1590,93,561
1591,93,561
1592,92,564
1593,94,565
1594,96,560
1595,94,556
1596,93,557
1597,94,563
1598,94,566
1599,95,565
1600,91,565
1601,89,561
1602,91,560
1603,92,557
1604,94,563
1605,91,563
1606,93,565
1607,92,558
1608,90,557
1609,89,562
1610,88,558
1611,87,556
1612,84,557
1613,85,559
1614,85,555
1615,88,559
1616,86,559
1617,89,565
1618,90,571
1619,93,573
1620,92,571
1621,94,574
1622,93,572
1623,93,580
1624,95,575
1625,96,573
1626,96,569
1627,96,568
1628,97,571
1629,98,569
1630,98,568
1631,99,563
1632,96,559
1633,96,560
1634,95,555
1635,94,563
1636,97,560
1637,97,569
1638,95,562
1639,94,568
1640,95,568
1641,95,565
1642,95,562
1643,96,560
1644,96,552
1645,94,548
1646,96,548
1647,98,546
1648,96,543
1649,97,547
1650,94,551
1651,94,551
1652,95,547
1653,95,551
1654,93,558
1655,93,559
1656,91,554
1657,94,548
1658,94,545
1659,96,554
1660,98,551
1661,98,549
1662,102,548
1663,101,541
1664,100,545
1665,100,542
1666,100,550
1667,102,548
1668,104,553
1669,102,552
1670,105,553
1671,104,555
1672,102,553
1673,99,554
1674,96,554
1675,96,550
1676,93,554
1677,92,552
1678,93,552
1679,94,558
1680,91,560
1681,90,560
1682,94,562
1683,95,557
1684,96,558
1685,98,556
1686,98,561
1687,101,555
1688,100,548
1689,98,547
1690,98,551
1691,100,550
1692,102,548
1693,103,548
1694,103,543
1695,100,545
1696,99,548
1697,99,552
1698,99,553
1699,99,556
1700,99,549
1701,99,545
1702,97,544
1703,97,545
1704,99,541
1705,101,540
1706,99,535
1707,102,532
1708,104,525
1709,104,518
1710,104,530
1711,104,526
1712,105,527
1713,106,530
1714,104,527
1715,104,528
1716,103,532
1717,102,532
1718,102,531
1719,104,524
1720,104,525
1721,103,533
1722,103,528
1723,101,525
1724,101,527
1725,102,524
1726,102,515
1727,103,515
1728,103,517
1729,104,521
1730,103,520
1731,101,516
1732,100,515
1733,100,520
1734,99,520
1735,99,516
1736,94,511
1737,94,513
1738,94,511
1739,94,513
1740,93,502
1741,93,512
1742,92,513
1743,93,515
1744,93,520
1745,94,517
1746,90,518
1747,91,521
1748,90,531
1749,90,527
1750,90,524
1751,90,518
1752,91,529
1753,93,530
1754,91,524
1755,92,525
1756,94,526
1757,93,520
1758,96,518
1759,97,517
1760,98,523
1761,96,526
1762,95,519
1763,93,524
1764,92,526
1765,92,526
1766,92,527
1767,91,521
1768,88,522
1769,90,522
1770,89,523
1771,90,511
1772,91,517
1773,90,519
1774,89,519
1775,91,519
1776,93,518
1777,94,513
1778,93,518
1779,94,519
1780,96,515
1781,96,509
1782,97,505
1783,96,509
1784,93,512
1785,93,510
1786,89,514
1787,90,506
1788,87,507
1789,84,504
1790,82,506
1791,83,512
1792,84,511
1793,86,508
1794,84,506
1795,84,504
1796,86,503
1797,87,508
1798,89,500
1799,92,502
1800,93,497
1801,95,502
1802,96,494
1803,98,496
1804,98,498
1805,97,497
1806,95,496
1807,93,493
1808,93,495
1809,92,498
1810,90,500
1811,91,501
1812,89,497
1813,90,495
1814,88,499
1815,89,504
1816,89,499
1817,90,500
1818,90,498
1819,92,498
1820,93,497
1821,94,496
1822,94,500
1823,95,502
1824,97,498
1825,98,495
1826,99,490
1827,99,494
1828,96,490
1829,97,482
1830,96,482
1831,95,481
1832,92,486
1833,92,482
1834,91,486
1835,91,490
1836,87,492
1837,86,492
1838,84,489
1839,85,492
1840,86,493
1841,86,492
1842,86,493
1843,88,492
1844,86,489
1845,86,494
1846,85,495
1847,89,495
1848,89,492
1849,88,492
1850,87,491
1851,89,494
1852,90,489
1853,86,497
1854,86,501
1855,85,505
1856,87,505
1857,87,509
1858,88,511
1859,90,511
1860,90,505
1861,91,508
1862,90,504
1863,90,510
1864,91,504
1865,92,508
1866,93,503
1867,93,507
1868,93,510
1869,96,505
1870,97,509
1871,96,513
1872,96,514
1873,97,513
1874,97,508
1875,99,506
1876,95,508
1877,92,511
1878,90,513
1879,88,514
1880,89,508
1881,89,508
1882,86,510
1883,86,504
1884,87,509
1885,87,513
1886,87,510
1887,89,505
1888,90,505
1889,91,508
1890,90,509
1891,91,502
1892,89,507
1893,88,502
1894,89,509
1895,90,499
1896,90,505
1897,89,503
1898,90,507
1899,91,505
1900,90,493
1901,92,499
1902,91,496
1903,90,502
1904,93,499
1905,95,492
1906,93,491
1907,93,491
1908,91,496
1909,91,494
1910,90,497
1911,90,490
1912,90,490
1913,91,486
1914,90,481
1915,91,485
1916,92,487
1917,93,486
1918,94,481
1919,94,482
1920,94,485
1921,93,486
1922,94,477
1923,95,483
1924,95,473
1925,95,479
1926,93,471
1927,93,477
1928,95,473
1929,95,480
1930,94,477
1931,93,473
1932,93,477
1933,95,477
1934,97,477
1935,96,472
1936,96,468
1937,95,467
1938,91,465
1939,90,474
1940,86,475
1941,81,479
1942,78,475
1943,78,480
1944,76,478
1945,75,475
1946,74,479
1947,72,484
1948,73,489
1949,74,487
1950,78,483
1951,80,491
1952,80,492
1953,81,494
1954,80,497
1955,80,493
1956,83,500
1957,84,489
1958,86,493
1959,84,490
1960,83,499
1961,80,498
1962,77,494
1963,78,496
1964,78,499
1965,76,497
1966,77,498
1967,73,491
1968,72,491
1969,65,497
1970,60,509
1971,60,511
1972,60,511
1973,62,504
1974,63,511
1975,66,509
1976,67,502
1977,68,507
1978,68,512
1979,68,514
1980,69,515
1981,69,515
1982,69,522
1983,68,518
1984,65,517
1985,66,523
1986,66,518
1987,65,528
1988,66,516
1989,64,520
1990,61,522
1991,60,528
1992,59,530
1993,58,520
1994,54,526
1995,53,529
1996,55,532
1997,56,531
1998,58,521
1999,62,518
2000,66,523
