step,n_predators,n_prey
588,7,779
589,8,776
590,7,776
591,6,780
592,7,785
593,8,786
594,8,780
595,8,784
596,8,782
597,8,799
598,9,794
599,9,793
600,10,793
601,11,787
602,10,781
603,10,781
604,9,782
605,9,782
606,9,779
607,8,775
608,7,789
609,8,780
610,9,780
611,10,785
612,10,787
613,9,788
614,9,788
615,8,791
616,7,782
617,7,804
618,7,804
619,7,804
620,7,806
621,7,798
622,7,795
623,7,800
624,6,800
625,6,801
626,5,800
627,5,795
628,5,806
629,5,810
630,7,808
631,7,806
632,8,801
633,8,803
634,8,797
635,8,791
636,9,800
637,10,790
638,10,774
639,10,780
640,10,784
641,10,775
642,10,776
643,10,776
644,11,775
645,10,762
646,10,777
647,9,763
648,10,775
649,10,786
650,11,784
651,10,804
652,10,799
653,11,796
654,11,804
655,10,802
656,10,804
657,10,803
658,11,789
659,10,797
660,10,805
661,10,805
662,10,804
663,9,801
664,9,803
665,8,808
666,8,800
667,8,811
668,7,802
669,7,797
670,7,797
671,7,795
672,7,796
673,7,799
674,8,794
675,7,798
676,7,776
677,7,786
678,7,783
679,7,786
680,7,787
681,7,772
682,6,784
683,6,798
684,6,808
685,6,811
686,6,812
687,6,807
688,6,802
689,5,797
690,5,795
691,5,800
692,6,804
693,6,801
694,8,795
695,8,796
696,9,806
697,9,796
698,9,810
699,9,805
700,9,803
701,10,810
702,11,802
703,10,794
704,10,802
705,10,801
706,10,823
707,9,808
708,9,812
709,7,808
710,7,816
711,7,825
712,7,826
713,7,830
714,7,825
715,7,830
716,6,844
717,6,855
718,6,860
719,6,861
720,6,858
721,6,862
722,6,859
723,6,867
724,8,872
725,8,861
726,7,854
727,7,860
728,7,859
729,7,876
730,7,869
731,8,857
732,7,852
733,7,862
734,7,851
735,7,852
736,7,856
737,7,872
738,7,851
739,5,859
740,6,861
741,6,858
742,7,869
743,8,868
744,11,869
745,12,868
746,11,858
747,11,869
748,12,873
749,12,887
750,12,896
751,13,888
752,13,892
753,13,890
754,13,884
755,12,899
756,12,906
757,11,898
758,10,896
759,7,896
760,6,895
761,6,903
762,6,898
763,5,889
764,5,907
765,5,898
766,4,887
767,5,886
768,5,891
769,5,891
770,5,893
771,5,896
772,5,883
773,5,882
774,6,882
775,6,885
776,7,890
777,7,878
778,7,882
779,7,890
780,7,891
781,9,898
782,8,896
783,8,894
784,8,901
785,8,897
786,9,896
787,10,908
788,11,895
789,10,886
790,12,895
791,11,885
792,11,892
793,11,896
794,13,874
795,14,881
796,12,878
797,13,873
798,14,873
799,14,878
800,14,874
801,13,878
802,12,884
803,11,886
804,12,876
805,10,882
806,10,888
807,10,893
808,10,895
809,8,889
810,7,897
811,8,904
812,8,906
813,7,906
814,7,911
815,7,910
816,7,920
817,7,916
818,7,923
819,6,920
820,6,922
821,6,928
822,6,923
823,6,926
824,7,923
825,7,908
826,6,923
827,5,916
828,5,915
829,5,912
830,5,921
831,6,912
832,6,909
833,6,913
834,6,918
835,6,909
836,6,910
837,7,910
838,7,907
839,7,908
840,7,902
841,7,892
842,8,909
843,8,919
844,9,914
845,10,918
846,9,917
847,10,919
848,10,923
849,11,932
850,11,924
851,11,925
852,10,932
853,10,932
854,9,933
855,9,939
856,9,929
857,8,936
858,8,942
859,7,938
860,6,933
861,6,940
862,5,940
863,5,946
864,4,941
865,5,946
866,5,936
867,5,933
868,5,941
869,5,936
870,5,942
871,5,941
872,5,927
873,5,933
874,7,937
875,7,936
876,7,939
877,7,954
878,7,949
879,7,954
880,6,968
881,6,956
882,6,949
883,6,958
884,6,965
885,6,969
886,7,977
887,7,966
888,8,956
889,6,955
890,6,956
891,6,947
892,6,951
893,7,950
894,7,955
895,8,950
896,8,957
897,8,957
898,9,948
899,9,956
900,9,952
901,8,959
902,8,965
903,8,953
904,8,959
905,8,950
906,8,951
907,8,951
908,7,963
909,8,967
910,8,962
911,8,986
912,8,989
913,7,984
914,8,983
915,9,986
916,9,988
917,10,993
918,9,999
919,9,998
920,9,1002
921,10,996
922,10,990
923,10,994
924,10,990
925,11,993
926,11,983
927,11,986
928,11,989
929,9,985
930,8,989
931,8,986
932,7,983
933,7,990
934,7,979
935,7,994
936,6,988
937,7,982
938,7,976
939,7,973
940,6,970
941,6,963
942,6,974
943,8,977
944,8,976
945,9,973
946,9,975
947,10,982
948,11,975
949,11,976
950,13,984
951,14,982
952,13,975
953,13,966
954,13,979
955,12,986
956,12,991
957,12,986
958,10,980
959,11,982
960,10,972
961,12,977
962,11,976
963,10,983
964,11,991
965,9,982
966,8,993
967,8,988
968,8,995
969,8,995
970,8,1005
971,9,989
972,9,988
973,9,988
974,8,992
975,8,986
976,8,979
977,8,985
978,8,992
979,6,990
980,6,984
981,6,986
982,7,996
983,7,994
984,7,973
985,7,991
986,6,990
987,7,982
988,8,988
989,8,973
990,9,985
991,8,980
992,8,982
993,8,976
994,9,977
995,9,978
996,10,972
997,10,973
998,11,963
999,11,966
1000,12,971
1001,13,985
1002,13,980
1003,12,979
1004,13,972
1005,13,973
1006,14,974
1007,14,978
1008,14,998
1009,13,995
1010,13,989
1011,12,995
1012,11,989
1013,11,1007
1014,12,1019
1015,11,999
1016,10,996
1017,9,1012
1018,9,1008
1019,8,1019
1020,7,1014
1021,7,1023
1022,7,1018
1023,6,1010
1024,6,1006
1025,6,1014
1026,6,1019
1027,6,1024
1028,6,1023
1029,5,1019
1030,4,1018
1031,4,1014
1032,4,1017
1033,4,1020
1034,4,1029
1035,4,1031
1036,5,1031
1037,5,1028
1038,6,1009
1039,7,1020
1040,7,1021
1041,7,1024
1042,7,1028
1043,7,1018
1044,8,1023
1045,9,1030
1046,9,1037
1047,9,1023
1048,9,1029
1049,9,1027
1050,9,1021
1051,9,1019
1052,10,1025
1053,9,1027
1054,8,1025
1055,8,1020
1056,8,1025
1057,8,1028
1058,8,1036
1059,7,1040
1060,6,1039
1061,5,1034
1062,5,1029
1063,5,1033
1064,5,1033
1065,5,1033
1066,5,1039
1067,4,1042
1068,4,1049
1069,4,1046
1070,4,1048
1071,5,1036
1072,5,1040
1073,5,1051
1074,6,1033
1075,7,1027
1076,7,1027
1077,7,1040
1078,7,1039
1079,6,1037
1080,6,1038
1081,6,1027
1082,6,1022
1083,6,1036
1084,6,1031
1085,6,1036
1086,6,1029
1087,6,1027
1088,6,1028
1089,5,1031
1090,5,1027
1091,6,1027
1092,6,1032
1093,6,1027
1094,6,1020
1095,7,1029
1096,7,1023
1097,7,1027
1098,7,1023
1099,7,1026
1100,8,1028
1101,8,1025
1102,8,1017
1103,9,1021
1104,10,1031
1105,9,1022
1106,8,1024
1107,8,1018
1108,9,1031
1109,9,1032
1110,8,1032
1111,8,1037
1112,9,1037
1113,9,1021
1114,9,1033
1115,8,1028
1116,7,1031
1117,7,1031
1118,6,1037
1119,5,1026
1120,5,1037
1121,5,1046
1122,5,1037
1123,5,1039
1124,5,1043
1125,5,1031
1126,6,1029
1127,6,1028
1128,6,1036
1129,5,1038
1130,6,1046
1131,6,1049
1132,7,1044
1133,7,1025
1134,7,1022
1135,7,1033
1136,7,1031
1137,8,1037
1138,8,1017
1139,9,1025
1140,10,1029
1141,9,1027
1142,10,1024
1143,12,1036
1144,12,1010
1145,12,1017
1146,13,1021
1147,12,1016
1148,12,1010
1149,13,1018
1150,14,1013
1151,14,1009
1152,13,1017
1153,12,1017
1154,11,1018
1155,10,1032
1156,10,1030
1157,9,1032
1158,7,1027
1159,7,1039
1160,6,1033
1161,5,1033
1162,5,1047
1163,5,1050
1164,4,1041
1165,3,1043
1166,2,1047
1167,2,1036
1168,2,1043
1169,2,1033
1170,2,1035
1171,2,1035
1172,2,1038
1173,3,1035
1174,3,1041
1175,4,1026
1176,4,1028
1177,4,1037
1178,4,1025
1179,4,1034
1180,4,1032
1181,4,1029
1182,5,1033
1183,5,1030
1184,5,1032
1185,5,1029
1186,5,1039
1187,6,1024
1188,5,1028
1189,5,1027
1190,5,1037
1191,6,1032
1192,6,1025
1193,7,1033
1194,7,1038
1195,7,1028
1196,7,1028
1197,6,1029
1198,6,1025
1199,6,1036
1200,6,1032
1201,7,1029
1202,6,1029
1203,6,1032
1204,6,1034
1205,5,1038
1206,4,1032
1207,5,1037
1208,4,1042
1209,4,1030
1210,4,1030
1211,4,1034
1212,4,1031
1213,4,1037
1214,4,1039
1215,4,1040
1216,3,1031
1217,3,1046
1218,3,1045
1219,3,1036
1220,3,1033
1221,3,1049
1222,2,1048
1223,2,1045
1224,2,1037
1225,4,1047
1226,5,1028
1227,5,1035
1228,5,1044
1229,5,1042
1230,5,1040
1231,5,1044
1232,5,1033
1233,5,1027
1234,5,1034
1235,5,1040
1236,5,1045
1237,6,1045
1238,6,1048
1239,6,1051
1240,4,1047
1241,5,1041
1242,6,1039
1243,7,1037
1244,8,1034
1245,8,1042
1246,9,1049
1247,10,1042
1248,11,1038
1249,11,1041
1250,11,1037
1251,12,1029
1252,11,1039
1253,11,1052
1254,11,1051
1255,11,1042
1256,9,1064
1257,9,1062
1258,8,1062
1259,7,1065
1260,8,1079
1261,7,1068
1262,6,1075
1263,5,1074
1264,5,1062
1265,5,1054
1266,4,1063
1267,4,1063
1268,4,1077
1269,4,1080
1270,4,1090
1271,4,1083
1272,3,1082
1273,3,1072
1274,4,1070
1275,3,1059
1276,4,1064
1277,4,1069
1278,4,1080
1279,4,1081
1280,4,1070
1281,4,1067
1282,4,1071
1283,4,1065
1284,4,1073
1285,4,1079
1286,4,1075
1287,4,1081
1288,4,1083
1289,3,1073
1290,3,1071
1291,3,1084
1292,3,1081
1293,4,1085
1294,5,1093
1295,5,1090
1296,5,1074
1297,6,1071
1298,6,1055
1299,7,1059
1300,7,1065
1301,7,1080
1302,7,1068
1303,7,1082
1304,7,1073
1305,7,1069
1306,6,1067
1307,6,1077
1308,6,1080
1309,5,1089
1310,5,1092
1311,5,1088
1312,4,1073
1313,4,1082
1314,3,1086
1315,3,1094
1316,3,1088
1317,3,1078
1318,3,1077
1319,3,1085
1320,3,1076
1321,3,1075
1322,3,1089
1323,3,1089
1324,3,1090
1325,4,1093
1326,4,1086
1327,4,1076
1328,4,1086
1329,4,1077
1330,4,1075
1331,4,1069
1332,4,1080
1333,4,1073
1334,4,1071
1335,4,1079
1336,4,1077
1337,5,1065
1338,4,1061
1339,4,1073
1340,3,1084
1341,4,1086
1342,4,1079
1343,5,1065
1344,5,1067
1345,6,1061
1346,6,1069
1347,6,1075
1348,7,1073
1349,8,1072
1350,9,1082
1351,10,1074
1352,9,1062
1353,9,1070
1354,9,1069
1355,9,1074
1356,8,1089
1357,8,1092
1358,7,1079
1359,7,1080
1360,6,1076
1361,7,1080
1362,7,1084
1363,6,1082
1364,5,1083
1365,4,1090
1366,3,1085
1367,3,1087
1368,3,1085
1369,3,1071
1370,3,1082
1371,3,1090
1372,3,1094
1373,4,1092
1374,5,1082
1375,6,1075
1376,6,1073
1377,6,1069
1378,6,1070
1379,6,1075
1380,6,1075
1381,6,1080
1382,6,1082
1383,6,1060
1384,6,1076
1385,6,1072
1386,6,1076
1387,6,1087
1388,5,1092
1389,4,1091
1390,3,1086
1391,3,1075
1392,4,1068
1393,4,1067
1394,6,1079
1395,6,1064
1396,6,1074
1397,7,1082
1398,7,1080
1399,7,1080
1400,7,1065
1401,7,1075
1402,7,1078
1403,8,1075
1404,8,1073
1405,8,1084
1406,7,1076
1407,6,1082
1408,6,1082
1409,4,1084
1410,4,1080
1411,4,1081
1412,3,1084
1413,3,1090
1414,3,1072
1415,3,1094
1416,3,1091
1417,3,1083
1418,2,1098
1419,2,1106
1420,2,1107
1421,2,1114
1422,2,1106
1423,2,1107
1424,3,1094
1425,3,1107
1426,3,1090
1427,4,1088
1428,4,1087
1429,4,1089
1430,4,1088
1431,5,1094
1432,5,1100
1433,6,1096
1434,6,1101
1435,6,1096
1436,6,1102
1437,8,1097
1438,8,1099
1439,7,1106
1440,8,1108
1441,9,1108
1442,8,1102
1443,8,1112
1444,8,1109
1445,9,1082
1446,8,1093
1447,9,1103
1448,8,1087
1449,10,1093
1450,10,1100
1451,10,1087
1452,8,1104
1453,8,1107
1454,8,1107
1455,7,1097
1456,6,1107
1457,6,1113
1458,6,1115
1459,6,1121
1460,5,1128
1461,5,1108
1462,4,1114
1463,4,1127
1464,2,1130
1465,2,1132
1466,2,1127
1467,2,1130
1468,2,1131
1469,2,1129
1470,2,1134
1471,2,1139
1472,2,1141
1473,3,1128
1474,4,1142
1475,5,1141
1476,5,1126
1477,5,1119
1478,5,1130
1479,5,1124
1480,6,1126
1481,6,1139
1482,6,1121
1483,6,1119
1484,6,1132
1485,6,1139
1486,6,1134
1487,6,1126
1488,6,1129
1489,5,1123
1490,5,1127
1491,5,1123
1492,5,1114
1493,7,1118
1494,8,1114
1495,7,1119
1496,8,1120
1497,9,1113
1498,9,1108
1499,9,1103
1500,10,1106
1501,10,1102
1502,11,1112
1503,11,1117
1504,11,1110
1505,10,1122
1506,10,1136
1507,10,1129
1508,8,1122
1509,7,1128
1510,7,1129
1511,6,1127
1512,5,1143
1513,5,1145
1514,5,1135
1515,4,1134
1516,4,1149
1517,3,1145
1518,2,1140
1519,2,1141
1520,2,1130
1521,2,1140
1522,2,1132
1523,2,1137
1524,2,1146
1525,2,1124
1526,3,1120
1527,3,1138
1528,3,1134
1529,3,1138
1530,4,1124
1531,5,1124
1532,5,1113
1533,5,1115
1534,5,1127
1535,5,1121
1536,5,1122
1537,6,1127
1538,7,1122
1539,8,1116
1540,9,1113
1541,8,1106
1542,8,1105
1543,9,1115
1544,10,1123
1545,9,1113
1546,8,1108
1547,9,1118
1548,11,1112
1549,11,1114
1550,11,1117
1551,11,1114
1552,11,1119
1553,10,1118
1554,9,1103
1555,8,1122
1556,8,1127
1557,8,1112
1558,7,1128
1559,6,1128
1560,6,1135
1561,6,1130
1562,5,1137
1563,3,1134
1564,3,1133
1565,3,1137
1566,3,1130
1567,2,1140
1568,2,1141
1569,2,1144
1570,2,1136
1571,2,1146
1572,2,1132
1573,2,1137
1574,3,1127
1575,3,1142
1576,3,1142
1577,3,1128
1578,3,1130
1579,3,1129
1580,3,1136
1581,3,1135
1582,3,1128
1583,3,1115
1584,3,1135
1585,3,1128
1586,4,1131
1587,4,1128
1588,4,1122
1589,3,1127
1590,3,1129
1591,3,1134
1592,3,1126
1593,4,1125
1594,5,1129
1595,6,1132
1596,7,1132
1597,7,1113
1598,7,1119
1599,7,1110
1600,7,1112
1601,6,1101
1602,7,1109
1603,7,1102
1604,7,1113
1605,7,1105
1606,7,1118
1607,7,1132
1608,6,1135
1609,5,1133
1610,5,1119
1611,4,1130
1612,4,1135
1613,4,1138
1614,4,1122
1615,4,1123
1616,4,1122
1617,3,1149
1618,3,1141
1619,3,1135
1620,3,1132
1621,3,1136
1622,3,1139
1623,3,1136
1624,3,1125
1625,3,1126
1626,3,1126
1627,3,1123
1628,3,1118
1629,3,1137
1630,3,1132
1631,4,1137
1632,4,1129
1633,4,1118
1634,4,1114
1635,4,1125
1636,4,1116
1637,4,1111
1638,4,1115
1639,4,1125
1640,4,1134
1641,4,1122
1642,4,1124
1643,5,1126
1644,5,1129
1645,5,1125
1646,4,1124
1647,4,1108
1648,5,1123
1649,7,1131
1650,8,1126
1651,8,1128
1652,9,1125
1653,9,1133
1654,9,1142
1655,8,1128
1656,8,1134
1657,8,1143
1658,7,1127
1659,7,1120
1660,7,1132
1661,7,1129
1662,7,1127
1663,6,1138
1664,4,1136
1665,3,1128
1666,3,1138
1667,2,1149
1668,2,1138
1669,2,1137
1670,2,1135
1671,2,1137
1672,2,1135
1673,2,1138
1674,2,1133
1675,2,1132
1676,2,1119
1677,3,1127
1678,3,1120
1679,3,1119
1680,3,1128
1681,3,1125
1682,3,1127
1683,4,1121
1684,4,1130
1685,4,1144
1686,4,1136
1687,4,1133
1688,4,1142
1689,4,1136
1690,5,1122
1691,5,1135
1692,4,1136
1693,4,1131
1694,4,1121
1695,4,1123
1696,5,1118
1697,6,1117
1698,6,1126
1699,6,1126
1700,6,1129
1701,6,1144
1702,6,1141
1703,6,1133
1704,6,1139
1705,5,1149
1706,5,1154
1707,5,1150
1708,6,1137
1709,6,1138
1710,6,1134
1711,5,1142
1712,4,1151
1713,3,1144
1714,3,1137
1715,3,1144
1716,3,1157
1717,3,1162
1718,3,1168
1719,3,1171
1720,3,1173
1721,3,1165
1722,3,1171
1723,2,1165
1724,2,1171
1725,3,1165
1726,3,1165
1727,4,1157
1728,4,1152
1729,4,1162
1730,4,1159
1731,4,1150
1732,4,1159
1733,4,1156
1734,4,1165
1735,4,1164
1736,4,1180
1737,4,1174
1738,4,1179
1739,5,1169
1740,5,1159
1741,5,1150
1742,5,1159
1743,5,1164
1744,6,1166
1745,6,1168
1746,6,1162
1747,6,1160
1748,7,1152
1749,8,1160
1750,9,1169
1751,9,1173
1752,9,1170
1753,10,1176
1754,9,1178
1755,8,1179
1756,8,1171
1757,7,1175
1758,7,1178
1759,6,1167
1760,6,1182
1761,6,1178
1762,6,1177
1763,5,1183
1764,4,1178
1765,3,1185
1766,3,1169
1767,3,1185
1768,2,1192
1769,2,1199
1770,2,1198
1771,2,1192
1772,2,1175
1773,2,1176
1774,2,1171
1775,2,1161
1776,3,1164
1777,3,1173
1778,3,1170
1779,3,1173
1780,3,1181
1781,3,1174
1782,3,1169
1783,3,1173
1784,3,1171
1785,3,1176
1786,3,1188
1787,5,1185
1788,5,1184
1789,6,1183
1790,7,1151
1791,6,1161
1792,6,1157
1793,7,1167
1794,9,1174
1795,10,1163
1796,11,1173
1797,11,1162
1798,12,1155
1799,12,1167
1800,12,1166
1801,12,1171
1802,11,1176
1803,11,1166
1804,10,1168
1805,9,1167
1806,9,1171
1807,10,1166
1808,10,1185
1809,8,1177
1810,8,1185
1811,7,1184
1812,7,1194
1813,6,1191
1814,6,1193
1815,6,1188
1816,6,1193
1817,5,1195
1818,5,1196
1819,5,1208
1820,5,1216
1821,5,1201
1822,4,1208
1823,3,1200
1824,4,1196
1825,4,1196
1826,4,1215
1827,4,1212
1828,4,1220
1829,4,1201
1830,4,1211
1831,5,1201
1832,6,1205
1833,6,1202
1834,6,1195
1835,6,1207
1836,6,1201
1837,6,1203
1838,7,1194
1839,6,1202
1840,5,1185
1841,5,1198
1842,5,1194
1843,5,1200
1844,5,1201
1845,7,1201
1846,7,1201
1847,7,1203
1848,7,1208
1849,7,1206
1850,7,1215
1851,8,1222
1852,9,1209
1853,8,1205
1854,8,1206
1855,8,1210
1856,8,1204
1857,9,1218
1858,9,1220
1859,9,1229
1860,7,1221
1861,6,1228
1862,5,1220
1863,5,1232
1864,5,1237
1865,5,1224
1866,4,1229
1867,3,1230
1868,3,1234
1869,3,1232
1870,3,1240
1871,3,1234
1872,2,1236
1873,2,1223
1874,2,1220
1875,2,1227
1876,2,1218
1877,2,1212
1878,2,1225
1879,2,1217
1880,3,1221
1881,3,1221
1882,3,1227
1883,3,1219
1884,3,1210
1885,3,1216
1886,3,1225
1887,3,1216
1888,3,1213
1889,4,1212
1890,4,1219
1891,4,1214
1892,5,1221
1893,6,1216
1894,7,1218
1895,6,1232
1896,6,1229
1897,6,1231
1898,6,1224
1899,6,1232
1900,7,1237
1901,7,1232
1902,7,1228
1903,9,1243
1904,8,1246
1905,8,1243
1906,8,1248
1907,7,1259
1908,6,1257
1909,5,1271
1910,5,1270
1911,6,1267
1912,6,1270
1913,6,1289
1914,6,1286
1915,5,1277
1916,5,1264
1917,5,1283
1918,3,1282
1919,3,1294
1920,3,1288
1921,3,1294
1922,3,1288
1923,3,1292
1924,4,1298
1925,6,1292
1926,6,1286
1927,6,1290
1928,6,1288
1929,6,1283
1930,6,1271
1931,8,1276
1932,8,1287
1933,8,1280
1934,8,1296
1935,8,1300
1936,9,1307
1937,9,1302
1938,10,1293
1939,9,1300
1940,9,1298
1941,10,1293
1942,10,1289
1943,12,1290
1944,13,1295
1945,14,1307
1946,12,1311
1947,12,1287
1948,13,1289
1949,13,1287
1950,13,1309
1951,12,1311
1952,13,1310
1953,12,1307
1954,12,1300
1955,10,1306
1956,9,1309
1957,10,1307
1958,8,1320
1959,7,1317
1960,6,1335
1961,6,1315
1962,6,1308
1963,5,1311
1964,5,1297
1965,5,1297
1966,5,1314
1967,4,1330
1968,4,1327
1969,4,1319
1970,4,1328
1971,3,1341
1972,2,1338
1973,2,1328
1974,2,1321
1975,2,1314
1976,2,1313
1977,2,1320
1978,2,1318
1979,2,1307
1980,2,1303
1981,3,1317
1982,4,1329
1983,5,1323
1984,5,1320
1985,5,1320
1986,6,1314
1987,6,1311
1988,6,1303
1989,6,1315
1990,7,1310
1991,8,1323
1992,8,1315
1993,8,1306
