step,n_predators,n_prey
207,484,607
208,487,587
209,488,581
210,490,552
211,500,536
212,502,531
213,501,527
214,495,521
215,505,498
216,498,513
217,487,527
218,481,518
219,471,511
220,473,502
221,467,491
222,465,492
223,470,496
224,469,513
225,468,519
226,467,507
227,463,524
228,454,511
229,451,510
230,449,528
231,453,513
232,455,512
233,449,497
234,441,503
235,438,487
236,438,458
237,433,456
238,429,461
239,434,461
240,430,423
241,422,412
242,421,428
243,421,440
244,419,433
245,411,446
246,407,455
247,399,469
248,397,467
249,394,483
250,386,503
251,376,533
252,372,546
253,374,579
254,367,601
255,357,617
256,354,646
257,351,678
258,347,692
259,339,707
260,342,731
261,337,790
262,343,776
263,345,785
264,351,790
265,355,804
266,371,814
267,386,768
268,392,756
269,398,756
270,399,749
271,407,742
272,424,739
273,432,710
274,448,707
275,457,704
276,474,681
277,484,645
278,495,623
279,506,616
280,509,608
281,505,594
282,506,577
283,509,555
284,515,544
285,519,497
286,526,482
287,529,467
288,528,444
289,521,420
290,528,397
291,516,373
292,509,378
293,502,358
294,493,348
295,480,341
296,469,372
297,461,371
298,455,385
299,448,377
300,418,394
301,402,396
302,399,411
303,392,417
304,379,447
305,365,479
306,355,494
307,338,529
308,329,575
309,335,601
310,340,640
311,345,675
312,343,691
313,348,715
314,354,719
315,359,744
316,365,746
317,370,783
318,380,759
319,390,765
320,399,769
321,412,779
322,418,791
323,429,775
324,438,754
325,442,756
326,446,764
327,456,741
328,471,731
329,476,712
330,480,709
331,492,665
332,494,650
333,493,628
334,500,607
335,507,604
336,505,577
337,499,559
338,502,520
339,502,519
340,504,522
341,511,482
342,512,455
343,504,459
344,503,446
345,499,436
346,490,431
347,485,427
348,474,455
349,473,447
350,469,442
351,457,430
352,449,444
353,439,447
354,429,449
355,427,441
356,405,443
357,398,459
358,400,486
359,400,463
360,399,478
361,383,479
362,380,490
363,382,501
364,388,528
365,381,540
366,385,567
367,386,579
368,385,591
369,393,603
370,385,640
371,383,665
372,385,683
373,382,695
374,392,699
375,393,717
376,409,693
377,409,708
378,408,701
379,413,707
380,424,673
381,431,681
382,439,681
383,442,673
384,447,649
385,443,641
386,451,623
387,452,603
388,454,582
389,454,584
390,458,577
391,448,564
392,449,573
393,452,562
394,452,555
395,447,550
396,448,549
397,444,537
398,442,547
399,430,557
400,420,553
401,419,555
402,424,566
403,427,553
404,424,551
405,421,567
406,421,547
407,420,529
408,422,519
409,426,528
410,417,547
411,417,532
412,413,537
413,412,521
414,410,526
415,411,530
416,411,536
417,409,539
418,403,551
419,396,583
420,399,613
421,405,639
422,407,665
423,412,661
424,413,660
425,413,692
426,413,675
427,418,674
428,425,672
429,429,662
430,431,663
431,435,669
432,438,667
433,438,656
434,448,641
435,449,629
436,453,599
437,448,587
438,450,569
439,452,548
440,453,547
441,452,545
442,458,531
443,454,539
444,466,512
445,467,510
446,475,487
447,479,484
448,478,479
449,466,470
450,459,471
451,456,461
452,458,455
453,459,450
454,457,430
455,451,448
456,446,457
457,438,461
458,424,476
459,410,491
460,414,492
461,407,496
462,408,526
463,406,518
464,403,526
465,401,558
466,393,571
467,392,578
468,384,609
469,384,604
470,379,601
471,377,591
472,381,631
473,381,654
474,374,684
475,375,696
476,380,712
477,379,692
478,383,724
479,385,749
480,391,757
481,395,759
482,404,755
483,412,742
484,421,753
485,431,752
486,439,754
487,447,720
488,453,725
489,469,691
490,470,683
491,480,681
492,485,652
493,488,608
494,492,595
495,501,569
496,507,549
497,506,536
498,512,516
499,511,490
500,517,468
501,521,379
502,522,279
503,521,217
504,518,162
505,504,133
506,494,112
507,468,84
508,447,70
509,436,67
510,412,59
511,387,50
512,361,48
513,326,45
514,291,40
515,260,42
516,206,42
517,164,44
518,127,45
519,94,48
520,81,45
521,63,50
522,49,56
523,39,62
524,31,67
525,26,78
526,22,84
527,19,91
528,19,101
529,17,108
530,15,114
531,14,117
532,13,126
533,11,130
534,8,139
535,5,141
536,4,150
537,2,157
538,1,169
539,0,175
540,103,658
541,104,787
542,114,883
543,122,977
544,127,1045
545,138,1105
546,148,1146
547,153,1166
548,166,1200
549,176,1208
550,184,1221
551,193,1209
552,205,1228
553,217,1223
554,215,1198
555,223,1179
556,231,1154
557,229,1139
558,231,1122
559,233,1126
560,227,1083
561,231,1070
562,236,1048
563,232,1051
564,226,1047
565,225,1041
566,225,1024
567,222,997
568,217,989
569,218,991
570,212,999
571,209,984
572,214,998
573,212,981
574,210,978
575,213,974
576,208,992
577,203,985
578,206,1003
579,211,1010
580,209,1004
581,204,1004
582,204,1013
583,207,967
584,208,984
585,211,990
586,210,997
587,202,998
588,200,995
589,201,982
590,198,966
591,199,943
592,198,942
593,193,921
594,185,939
595,188,930
596,196,950
597,196,931
598,195,939
599,191,945
600,194,958
601,191,978
602,197,968
603,196,959
604,197,960
605,201,959
606,194,947
607,191,946
608,191,949
609,202,962
610,196,943
611,192,954
612,191,973
613,188,959
614,185,985
615,178,995
616,182,994
617,176,992
618,175,989
619,173,972
620,172,970
621,177,964
622,178,988
623,179,982
624,173,990
625,175,985
626,176,998
627,177,995
628,178,1020
629,178,1006
630,182,993
631,178,999
632,177,993
633,172,993
634,170,995
635,168,1006
636,167,1008
637,166,1025
638,165,1029
639,166,1044
640,167,1044
641,168,1056
642,166,1075
643,166,1067
644,170,1060
645,166,1054
646,168,1054
647,172,1055
648,174,1069
649,182,1052
650,184,1042
651,187,1034
652,188,1047
653,187,1037
654,190,1053
655,190,1052
656,184,1082
657,189,1081
658,188,1068
659,183,1096
660,187,1092
661,190,1093
662,187,1078
663,190,1088
664,183,1087
665,178,1102
666,172,1073
667,172,1083
668,173,1094
669,171,1090
670,171,1086
671,181,1112
672,182,1104
673,181,1126
674,186,1127
675,185,1148
676,184,1129
677,183,1128
678,186,1143
679,190,1144
680,195,1155
681,198,1144
682,196,1151
683,190,1165
684,191,1161
685,190,1180
686,186,1213
687,188,1209
688,185,1213
689,185,1197
690,186,1176
691,186,1171
692,184,1162
693,183,1171
694,180,1158
695,180,1170
696,179,1167
697,187,1147
698,193,1118
699,196,1094
700,194,1086
701,189,1075
702,186,1078
703,189,1084
704,186,1077
705,186,1075
706,187,1073
707,191,1060
708,191,1060
709,191,1069
710,188,1070
711,189,1070
712,186,1088
713,185,1090
714,180,1112
715,183,1114
716,185,1119
717,182,1114
718,179,1106
719,177,1094
720,173,1086
721,174,1097
722,173,1109
723,173,1118
724,178,1127
725,181,1132
726,182,1120
727,176,1123
728,171,1138
729,172,1138
730,169,1151
731,168,1141
732,168,1156
733,170,1139
734,173,1160
735,174,1149
736,173,1173
737,171,1190
738,168,1209
739,166,1232
740,169,1227
741,173,1236
742,182,1228
743,186,1224
744,193,1209
745,199,1194
746,202,1195
747,203,1208
748,207,1195
749,211,1181
750,210,1183
751,204,1160
752,205,1149
753,206,1138
754,209,1123
755,208,1126
756,205,1106
757,199,1125
758,201,1131
759,193,1145
760,191,1162
761,197,1146
762,199,1166
763,197,1162
764,192,1174
765,188,1158
766,194,1152
767,196,1160
768,201,1148
769,201,1157
770,203,1157
771,204,1157
772,207,1158
773,208,1142
774,210,1139
775,212,1106
776,202,1097
777,201,1101
778,199,1101
779,201,1100
780,203,1112
781,208,1094
782,205,1087
783,200,1075
784,198,1061
785,196,1074
786,193,1064
787,191,1067
788,191,1080
789,187,1076
790,182,1077
791,185,1072
792,180,1073
793,182,1057
794,183,1071
795,188,1061
796,180,1072
797,179,1058
798,183,1069
799,185,1084
800,181,1110
801,184,1115
802,183,1127
803,179,1155
804,181,1149
805,185,1168
806,186,1139
807,191,1149
808,185,1128
809,181,1125
810,175,1129
811,178,1138
812,176,1165
813,175,1160
814,169,1176
815,174,1188
816,178,1195
817,183,1193
818,190,1204
819,190,1204
820,190,1226
821,190,1205
822,187,1198
823,193,1199
824,194,1190
825,196,1193
826,197,1179
827,200,1163
828,196,1176
829,195,1169
830,191,1186
831,187,1148
832,184,1141
833,183,1136
834,185,1139
835,186,1146
836,186,1120
837,192,1145
838,189,1120
839,192,1125
840,192,1107
841,188,1111
842,186,1089
843,184,1101
844,190,1087
845,197,1072
846,196,1074
847,192,1067
848,188,1076
849,186,1086
850,188,1100
851,189,1106
852,183,1127
853,181,1128
854,177,1146
855,176,1162
856,177,1173
857,179,1172
858,181,1176
859,179,1198
860,176,1193
861,173,1197
862,173,1196
863,178,1195
864,180,1219
865,172,1221
866,170,1233
867,168,1229
868,168,1218
869,169,1227
870,174,1235
871,179,1243
872,178,1256
873,181,1276
874,181,1263
875,180,1281
876,184,1290
877,188,1288
878,185,1299
879,189,1306
880,196,1310
881,195,1313
882,200,1310
883,199,1305
884,199,1301
885,194,1318
886,191,1300
887,190,1322
888,192,1309
889,194,1322
890,192,1331
891,189,1332
892,187,1323
893,190,1315
894,185,1283
895,183,1303
896,193,1332
897,191,1312
898,194,1335
899,192,1316
900,195,1307
901,203,1304
902,207,1303
903,204,1307
904,204,1320
905,208,1295
906,217,1271
907,220,1272
908,219,1276
909,219,1274
910,219,1249
911,219,1247
912,219,1236
913,219,1237
914,224,1223
915,224,1200
916,223,1201
917,223,1193
918,222,1198
919,216,1184
920,218,1176
921,211,1164
922,207,1160
923,198,1150
924,196,1143
925,201,1117
926,200,1117
927,196,1112
928,191,1134
929,194,1113
930,193,1102
931,186,1094
932,188,1091
933,185,1074
934,185,1084
935,180,1082
936,181,1096
937,182,1120
938,188,1118
939,194,1107
940,190,1132
941,186,1135
942,188,1149
943,189,1154
944,185,1156
945,186,1155
946,187,1175
947,179,1198
948,180,1202
949,183,1202
950,185,1203
951,188,1198
952,187,1225
953,187,1215
954,185,1255
955,186,1212
956,183,1221
957,185,1229
958,191,1223
959,197,1220
960,198,1211
961,201,1203
962,208,1207
963,207,1208
964,209,1200
965,209,1199
966,204,1174
967,207,1173
968,203,1165
969,201,1154
970,197,1168
971,201,1176
972,202,1175
973,201,1165
974,194,1184
975,195,1183
976,195,1178
977,191,1187
978,189,1185
979,191,1164
980,190,1171
981,197,1176
982,197,1180
983,200,1199
984,198,1190
985,199,1194
986,199,1189
987,196,1176
988,195,1168
989,199,1167
990,197,1169
991,197,1141
992,201,1139
993,204,1120
994,204,1107
995,210,1095
996,206,1099
997,202,1085
998,197,1109
999,198,1115
1000,196,1109
1001,190,1121
1002,193,1142
1003,191,1152
1004,187,1141
1005,185,1129
1006,188,1131
1007,189,1138
1008,189,1127
1009,184,1129
1010,182,1134
1011,181,1143
1012,189,1130
1013,193,1139
1014,190,1150
1015,187,1164
1016,186,1165
1017,181,1144
1018,176,1144
1019,176,1130
1020,177,1108
1021,173,1102
1022,167,1108
1023,168,1099
1024,167,1103
1025,161,1086
1026,164,1084
1027,161,1091
1028,166,1104
1029,168,1116
1030,166,1110
1031,171,1107
1032,179,1098
1033,187,1087
1034,183,1087
1035,180,1092
1036,178,1096
1037,181,1094
1038,179,1087
1039,178,1100
1040,181,1075
1041,183,1086
1042,182,1089
1043,181,1083
1044,186,1075
1045,190,1083
1046,187,1085
1047,182,1085
1048,176,1108
1049,178,1115
1050,180,1125
1051,180,1128
1052,177,1120
1053,179,1113
1054,185,1094
1055,182,1088
1056,180,1078
1057,180,1080
1058,181,1076
1059,179,1095
1060,182,1082
1061,183,1102
1062,185,1090
1063,188,1096
1064,184,1099
1065,184,1071
1066,181,1058
1067,185,1041
1068,185,1018
1069,182,992
1070,181,980
1071,175,966
1072,175,964
1073,175,973
1074,175,982
1075,172,995
1076,169,1005
1077,174,1022
1078,173,1045
1079,177,1042
1080,176,1044
1081,181,1021
1082,178,1020
1083,173,1022
1084,175,1018
1085,174,1014
1086,179,1005
1087,176,1018
1088,173,1034
1089,172,1035
1090,172,1052
1091,175,1038
1092,169,1066
1093,173,1092
1094,171,1101
1095,174,1116
1096,169,1112
1097,169,1111
1098,169,1130
1099,172,1124
1100,178,1136
1101,175,1123
1102,178,1101
1103,178,1102
1104,176,1088
1105,179,1078
1106,180,1071
1107,183,1059
1108,179,1060
1109,182,1051
1110,179,1032
1111,182,1008
1112,180,1012
1113,183,994
1114,179,986
1115,176,979
1116,174,994
1117,170,1007
1118,169,1007
1119,170,1011
1120,166,1017
1121,169,1020
1122,174,1020
1123,182,976
1124,180,987
1125,182,987
1126,180,980
1127,188,960
1128,187,976
1129,183,964
1130,186,975
1131,183,966
1132,185,963
1133,190,955
1134,189,956
1135,193,951
1136,191,973
1137,186,969
1138,177,994
1139,177,1005
1140,177,1009
1141,179,1038
1142,168,1033
1143,169,1038
1144,170,1034
1145,164,1038
1146,163,1029
1147,168,1043
1148,162,1043
1149,163,1042
1150,159,1058
1151,152,1062
1152,151,1064
1153,151,1062
1154,155,1065
1155,158,1067
1156,159,1066
1157,163,1064
1158,161,1068
1159,162,1078
1160,168,1072
1161,172,1088
1162,166,1080
1163,165,1079
1164,161,1074
1165,164,1074
1166,168,1089
1167,172,1084
1168,172,1085
1169,169,1088
1170,166,1088
1171,166,1089
1172,163,1103
1173,168,1105
1174,166,1122
1175,165,1120
1176,167,1125
1177,172,1116
1178,174,1116
1179,177,1116
1180,175,1129
1181,179,1123
1182,177,1126
1183,177,1125
1184,179,1134
1185,177,1140
1186,177,1163
1187,181,1160
1188,181,1152
1189,186,1152
1190,183,1167
1191,182,1158
1192,177,1179
1193,179,1157
1194,184,1152
1195,187,1140
1196,179,1153
1197,180,1144
1198,186,1161
1199,186,1149
1200,191,1159
1201,190,1150
1202,196,1144
1203,193,1133
1204,193,1123
1205,201,1115
1206,203,1079
1207,205,1083
1208,196,1054
1209,192,1067
1210,193,1067
1211,202,1075
1212,198,1081
1213,191,1080
1214,188,1077
1215,182,1084
1216,183,1083
1217,179,1088
1218,174,1103
1219,169,1098
1220,167,1119
1221,162,1119
1222,167,1162
1223,174,1134
1224,167,1148
1225,163,1159
1226,160,1158
1227,160,1179
1228,159,1203
1229,158,1186
1230,166,1193
1231,165,1171
1232,158,1177
1233,164,1199
1234,164,1218
1235,160,1235
1236,158,1246
1237,158,1262
1238,157,1278
1239,161,1291
1240,159,1305
1241,154,1305
1242,162,1317
1243,165,1310
1244,169,1309
1245,168,1317
1246,170,1332
1247,177,1331
1248,178,1330
1249,178,1331
1250,176,1321
1251,177,1332
1252,174,1321
1253,174,1333
1254,180,1334
1255,186,1300
1256,193,1296
1257,192,1287
1258,193,1277
1259,194,1236
1260,193,1233
1261,197,1233
1262,198,1261
1263,199,1244
1264,198,1248
1265,206,1262
1266,202,1256
1267,201,1236
1268,202,1229
1269,198,1199
1270,201,1213
1271,194,1195
1272,191,1195
1273,189,1189
1274,187,1170
1275,190,1176
1276,185,1162
1277,181,1188
1278,183,1181
1279,186,1180
1280,179,1177
1281,185,1169
1282,184,1180
1283,184,1167
1284,184,1167
1285,177,1196
1286,180,1237
1287,181,1217
1288,183,1247
1289,182,1239
1290,176,1254
1291,178,1276
1292,179,1288
1293,182,1286
1294,181,1271
1295,182,1276
1296,182,1242
1297,181,1240
1298,176,1221
1299,174,1232
1300,174,1231
1301,172,1246
1302,174,1239
1303,171,1212
1304,174,1185
1305,174,1192
1306,177,1191
1307,176,1159
1308,174,1166
1309,174,1166
1310,174,1167
1311,173,1160
1312,172,1171
1313,177,1171
1314,177,1186
1315,178,1183
1316,184,1185
1317,179,1186
1318,175,1181
1319,178,1186
1320,182,1217
1321,180,1212
1322,179,1209
1323,171,1201
1324,176,1202
1325,173,1179
1326,177,1189
1327,182,1189
1328,175,1192
1329,177,1192
1330,173,1211
1331,168,1227
1332,170,1241
1333,172,1261
1334,169,1268
1335,162,1265
1336,160,1294
1337,158,1276
1338,166,1311
1339,161,1311
1340,162,1330
1341,166,1311
1342,164,1296
1343,173,1305
1344,168,1288
1345,170,1283
1346,174,1278
1347,179,1259
1348,182,1262
1349,181,1270
1350,181,1273
1351,181,1274
1352,189,1257
1353,185,1260
1354,185,1273
1355,189,1262
1356,185,1268
1357,191,1265
1358,190,1257
1359,194,1272
1360,193,1254
1361,188,1251
1362,185,1248
1363,179,1239
1364,179,1232
1365,182,1259
1366,186,1236
1367,181,1237
1368,181,1236
1369,182,1250
1370,177,1235
1371,178,1231
1372,172,1211
1373,167,1206
1374,172,1184
1375,174,1170
1376,175,1152
1377,175,1147
1378,178,1127
1379,175,1120
1380,179,1108
1381,178,1092
1382,178,1098
1383,178,1090
1384,180,1109
1385,186,1086
1386,181,1110
1387,176,1092
1388,176,1108
1389,176,1103
1390,182,1105
1391,181,1111
1392,179,1112
1393,180,1114
1394,176,1114
1395,171,1109
1396,171,1126
1397,170,1119
1398,167,1142
1399,164,1129
1400,162,1143
1401,163,1141
1402,164,1172
1403,164,1156
1404,167,1153
1405,161,1139
1406,162,1147
1407,159,1153
1408,159,1169
1409,164,1184
1410,164,1212
1411,162,1205
1412,162,1219
1413,166,1214
1414,165,1229
1415,163,1205
1416,168,1208
1417,168,1200
1418,167,1196
1419,162,1191
1420,167,1189
1421,170,1190
1422,170,1193
1423,170,1191
1424,168,1169
1425,168,1191
1426,169,1183
1427,174,1165
1428,171,1158
1429,169,1168
1430,175,1156
1431,176,1168
1432,179,1172
1433,181,1171
1434,185,1184
1435,178,1184
1436,177,1168
1437,178,1194
1438,173,1179
1439,174,1195
1440,173,1173
1441,174,1189
1442,166,1184
1443,168,1185
1444,167,1191
1445,163,1189
1446,158,1189
1447,160,1184
1448,161,1199
1449,155,1195
1450,154,1197
1451,153,1205
1452,153,1221
1453,158,1227
1454,155,1237
1455,158,1241
1456,152,1223
1457,155,1244
1458,154,1234
1459,155,1246
1460,159,1231
1461,159,1233
1462,158,1252
1463,158,1270
1464,161,1298
1465,165,1290
1466,166,1293
1467,169,1309
1468,170,1311
1469,169,1307
1470,169,1298
1471,173,1318
1472,169,1304
1473,170,1289
1474,176,1286
1475,169,1283
1476,172,1252
1477,169,1236
1478,170,1224
1479,169,1196
1480,168,1184
1481,171,1175
1482,171,1160
1483,168,1150
1484,167,1127
1485,168,1133
1486,164,1114
1487,166,1120
1488,169,1123
1489,167,1140
1490,167,1140
1491,168,1130
1492,169,1142
1493,171,1108
1494,167,1122
1495,169,1135
1496,162,1137
1497,160,1148
1498,155,1170
1499,159,1174
1500,159,1183
1501,155,1210
1502,154,1227
1503,155,1213
1504,152,1232
1505,155,1224
1506,152,1231
1507,151,1253
1508,148,1265
1509,149,1268
1510,144,1268
1511,147,1294
1512,145,1316
1513,152,1316
1514,149,1335
1515,151,1334
1516,158,1326
1517,163,1338
1518,166,1331
1519,169,1305
1520,167,1313
1521,168,1300
1522,171,1284
1523,172,1292
1524,171,1275
1525,176,1259
1526,178,1246
1527,182,1234
1528,183,1231
1529,182,1216
1530,189,1193
1531,184,1172
1532,187,1185
1533,178,1197
1534,176,1196
1535,174,1193
1536,175,1213
1537,177,1200
1538,176,1202
1539,181,1200
1540,179,1211
1541,175,1223
1542,172,1221
1543,173,1220
1544,178,1230
1545,167,1222
1546,172,1236
1547,177,1240
1548,182,1256
1549,189,1257
1550,193,1248
1551,192,1243
1552,187,1226
1553,187,1200
1554,187,1200
1555,183,1188
1556,188,1159
1557,190,1153
1558,184,1125
1559,179,1117
1560,182,1147
1561,181,1119
1562,173,1127
1563,175,1109
1564,172,1126
1565,170,1139
1566,171,1151
1567,173,1150
1568,172,1146
1569,173,1138
1570,176,1142
1571,178,1139
1572,180,1117
1573,184,1119
1574,187,1109
1575,182,1106
1576,176,1125
1577,177,1103
1578,175,1104
1579,172,1094
1580,174,1117
1581,174,1123
1582,174,1128
1583,173,1111
1584,168,1138
1585,169,1145
1586,163,1150
1587,160,1157
1588,160,1165
1589,154,1187
1590,153,1213
1591,156,1221
1592,158,1231
1593,161,1232
1594,158,1260
1595,155,1265
1596,158,1266
1597,155,1289
1598,154,1306
1599,154,1309
1600,160,1289
1601,161,1313
1602,163,1318
1603,167,1308
1604,167,1288
1605,165,1285
1606,166,1276
1607,164,1273
1608,158,1275
1609,162,1290
1610,162,1304
1611,160,1319
1612,165,1325
1613,164,1334
1614,169,1327
1615,167,1350
1616,168,1358
1617,171,1362
1618,171,1353
1619,174,1353
1620,174,1337
1621,170,1311
1622,170,1311
1623,176,1298
1624,175,1283
1625,177,1271
1626,177,1251
1627,174,1240
1628,180,1234
1629,176,1216
1630,174,1219
1631,174,1207
1632,175,1214
1633,170,1217
1634,169,1226
1635,170,1232
1636,174,1244
1637,173,1237
1638,168,1265
1639,167,1248
1640,165,1237
1641,168,1229
1642,171,1235
1643,167,1213
1644,166,1208
1645,169,1203
1646,177,1205
1647,178,1191
1648,184,1184
1649,182,1173
1650,181,1146
1651,176,1128
1652,178,1086
1653,175,1082
1654,176,1070
1655,177,1078
1656,172,1074
1657,175,1071
1658,172,1064
1659,172,1066
1660,166,1065
1661,156,1090
1662,155,1114
1663,151,1128
1664,153,1117
1665,149,1139
1666,150,1116
1667,147,1117
1668,150,1104
1669,148,1124
1670,149,1082
1671,148,1075
1672,145,1058
1673,151,1076
1674,154,1072
1675,157,1070
1676,163,1045
1677,162,1043
1678,164,1032
1679,160,1043
1680,165,1062
1681,165,1072
1682,161,1079
1683,160,1098
1684,158,1094
1685,152,1107
1686,157,1101
1687,155,1103
1688,152,1128
1689,152,1140
1690,150,1146
1691,146,1170
1692,144,1186
1693,144,1215
1694,147,1250
1695,144,1257
1696,146,1288
1697,149,1306
1698,144,1313
1699,144,1311
1700,150,1319
1701,147,1331
1702,145,1333
1703,143,1345
1704,149,1332
1705,152,1351
1706,156,1341
1707,161,1351
1708,161,1356
1709,165,1337
1710,167,1335
1711,171,1321
1712,167,1310
1713,172,1295
1714,169,1285
1715,171,1255
1716,168,1248
1717,170,1223
1718,172,1219
1719,164,1209
1720,159,1197
1721,160,1172
1722,159,1177
1723,156,1148
1724,153,1136
1725,154,1125
1726,145,1140
1727,146,1133
1728,144,1152
1729,153,1139
1730,151,1172
1731,153,1173
1732,153,1183
1733,158,1173
1734,161,1189
1735,160,1186
1736,161,1201
1737,167,1194
1738,174,1172
1739,174,1179
1740,170,1158
1741,174,1151
1742,174,1146
1743,175,1137
1744,172,1123
1745,173,1108
1746,175,1118
1747,185,1099
1748,178,1071
1749,173,1074
1750,177,1069
1751,172,1061
1752,163,1040
1753,158,1046
1754,157,1042
1755,157,1058
1756,158,1030
1757,165,1026
1758,171,1017
1759,172,1018
1760,167,1018
1761,168,1028
1762,158,1029
1763,166,1038
1764,168,1048
1765,171,1036
1766,175,1047
1767,175,1042
1768,178,1040
1769,176,1022
1770,175,1009
1771,172,1022
1772,168,1029
1773,165,1024
1774,159,1008
1775,161,1024
1776,157,1022
1777,156,1019
1778,155,1027
1779,159,1017
1780,156,1021
1781,154,1027
1782,159,1043
1783,154,1067
1784,154,1064
1785,153,1066
1786,150,1068
1787,155,1071
1788,155,1056
1789,157,1081
1790,158,1070
1791,159,1107
1792,159,1100
1793,159,1104
1794,159,1091
1795,155,1093
1796,149,1098
1797,143,1095
1798,149,1111
1799,146,1125
1800,146,1135
1801,145,1149
1802,142,1159
1803,137,1170
1804,139,1171
1805,139,1179
1806,142,1180
1807,147,1189
1808,143,1184
1809,141,1193
1810,146,1204
1811,153,1218
1812,152,1225
1813,147,1227
1814,153,1228
1815,160,1235
1816,163,1246
1817,164,1237
1818,167,1246
1819,169,1255
1820,169,1252
1821,171,1221
1822,168,1236
1823,170,1211
1824,169,1212
1825,167,1197
1826,169,1191
1827,173,1184
1828,168,1179
1829,167,1173
1830,163,1156
1831,161,1162
1832,158,1149
1833,158,1159
1834,160,1152
1835,161,1162
1836,156,1178
1837,157,1190
1838,154,1164
1839,154,1194
1840,153,1178
1841,150,1199
1842,144,1175
1843,153,1180
1844,156,1172
1845,156,1174
1846,157,1156
1847,160,1158
1848,159,1153
1849,153,1158
1850,154,1157
1851,155,1180
1852,159,1171
1853,150,1195
1854,152,1209
1855,152,1208
1856,153,1190
1857,155,1187
1858,151,1182
1859,145,1183
1860,142,1178
1861,145,1192
1862,141,1210
1863,143,1212
1864,145,1205
1865,148,1192
1866,146,1196
1867,141,1200
1868,145,1199
1869,145,1200
1870,146,1169
1871,144,1168
1872,147,1155
1873,147,1166
1874,148,1173
1875,154,1180
1876,153,1179
1877,154,1189
1878,155,1198
1879,161,1174
1880,158,1182
1881,162,1181
1882,161,1210
1883,165,1211
1884,165,1204
1885,165,1177
1886,167,1175
1887,167,1168
1888,171,1159
1889,169,1179
1890,160,1189
1891,164,1176
1892,167,1175
1893,169,1187
1894,166,1198
1895,165,1196
1896,160,1211
1897,161,1197
1898,159,1189
1899,161,1165
1900,170,1167
1901,171,1158
1902,176,1150
1903,177,1141
1904,177,1133
1905,186,1123
1906,181,1118
1907,176,1113
1908,176,1106
1909,176,1119
1910,174,1129
1911,174,1128
1912,172,1132
1913,170,1163
1914,167,1178
1915,159,1208
1916,158,1223
1917,152,1226
1918,146,1223
1919,144,1230
1920,137,1237
1921,136,1241
1922,136,1267
1923,135,1304
1924,133,1312
1925,138,1309
1926,143,1311
1927,143,1328
1928,145,1327
1929,146,1364
1930,145,1360
1931,149,1377
1932,150,1371
1933,153,1373
1934,154,1353
1935,152,1331
1936,154,1327
1937,157,1304
1938,160,1287
1939,159,1277
1940,155,1274
1941,148,1282
1942,148,1280
1943,145,1290
1944,150,1286
1945,154,1287
